Title,Location,Rent,Area,Furnishing,Bathrooms
Office Space for Rent in Rajajinagar Bangalore,,₹1.3 Lac,Super Area1200 sqft,Bachelors/Family,4.0
Office Space for Rent in Saint Marks Road Bangalore,,₹5 Lac,Super Area3500 sqft,Bachelors/Family,1.0
Office Space for Rent in RK Hegde Nagar Bangalore,,"₹80,000",Super Area1000 sqft,Bachelors/Family,4.0
Office Space for Rent in Btm Layout Bangalore,,"₹75,000",Super Area1200 sqft,Bachelors/Family,3.0
3 BHK House for Rent in Bangalore,,"₹80,000",Super Area2800 sqft,3,3.0
"4 BHK Villa for Rent in Baba Nagar, Kattigenahalli, Bagalur Main Road Bangalore",,₹2.5 Lac,Super Area2000 sqft,4,4.0
Land for Rent in Kadubeesanahalli Bangalore,,₹4 Lac,Built Area12000 sqft,Immediately,
Office Space for Rent in Hbr Layout Bangalore,,"₹66,000",Super Area1200 sqft,Bachelors/Family,4.0
"3 BHK Flat for Rent in Whitefield, Bangalore",,"₹70,000",Super Area1900 sqft,2,5.0
"3 BHK Flat for Rent in Gunjur Village, Bangalore",,"₹70,000",Super Area1655 sqft,Bachelors/Family,24.0
Office Space for Rent in Whitefield Bangalore,,₹1 Lac,Super Area2000 sqft,Bachelors/Family,4.0
"3 BHK Flat for Rent in Konanakunte, Bangalore",,"₹60,000",Super Area1500 sqft,3,33.0
"3 BHK Flat for Rent in Doddabommasandra, Bangalore",,"₹85,000",Super Area2200 sqft,3,5.0
4 BHK Villa for Rent in Mailasandra Bangalore,,₹1 Lac,Super Area3500 sqft,4,4.0
Office Space for Rent in Kengeri Bangalore,,"₹60,000",Super Area2500 sqft,Immediately,
Office Space for Rent in Binnipete Bangalore,,"₹75,000",Super Area2000 sqft,Immediately,
> 10 BHK House for Rent in Bannerghatta Main Road Bangalore,,₹2 Lac,Super Area4800 sqft,> 10,10.0
Land for Rent in Begur Koppa Road Bangalore,,₹2 Lac,,Immediately,
Office Space for Rent in Kasturi Nagar Bangalore,,"₹80,000",Super Area1200 sqft,Bachelors/Family,5.0
5 BHK Villa for Rent in Krishnarajapura Bangalore,,₹1.5 Lac,Super Area2600 sqft,6,6.0
3 BHK House for Rent in Harlur Bangalore,,"₹64,000",Super Area1980 sqft,2,3.0
1 BHK House for Rent in Kurudusonnenahalli Bangalore,,"₹13,000",Super Area600 sqft,1,1.0
2 BHK House for Rent in Btm Layout Bangalore,,"₹12,000",Super Area800 sqft,1,2.0
Shop for Rent in Banashankari Bangalore,,"₹9,000",Super Area150 sqft,Immediately,
"Land for Rent in Poorna Pragna Layout, Banashankari Bangalore",,₹1.3 Lac,Built Area2400 sqft,Immediately,
1 BHK House for Rent in Gangondanahalli Bangalore,,"₹5,000",Super Area500 sqft,1,1.0
"3 BHK Flat for Rent in Gunjur Village, Bangalore",,"₹80,000",Super Area1697 sqft,Bachelors/Family,26.0
8 BHK House for Rent in Soladevanahalli Bangalore,,"₹80,000",Super Area2400 sqft,8,8.0
Industrial Land for Rent in Peddanapalya Bangalore,,₹2.8 Lac,Built Area55000 sqft,Immediately,
"Land for Rent in Jalahalli, Jalahalli, Outer Ring Road Bangalore",,"₹80,000",Built Area4000 sqft,Immediately,
Office Space for Rent in KAMMANAHLLI MAIN ROAD Bangalore,,"₹65,000",Super Area650 sqft,Bachelors/Family,2.0
"3 BHK Flat for Rent in Sahakar Nagar, Bangalore",,"₹70,000",Super Area1985 sqft,3,16.0
"2 BHK Flat for Rent in Old Gurappanapalya, BTM layout, Bannerghatta main Road, Bangalore",,"₹13,000",Super Area600 sqft,2,4.0
"1 BHK Flat for Rent in CV Raman Nagar, Bangalore",,"₹9,500",Super Area500 sqft,1,4.0
1 BHK House for Rent in Kasturi Nagar Bangalore,,"₹11,000",Super Area550 sqft,1,4.0
Office Space for Rent in BHEL Layout Rajarajeshwari Nagar Bangalore,,₹4.8 Lac,Super Area1600 sqft,Bachelors/Family,3.0
Shop for Rent in arya hub mall Bangalore,,"₹19,000",Super Area456 sqft,Immediately,
"3 BHK Flat for Rent in Janapriya Greenwood, Chikkabanavara, Bangalore",,"₹9,000",Super Area1300 sqft,3,3.0
"1 BHK House for Rent in Kundalahalli, Brookefield Bangalore",,"₹5,000",Super Area300 sqft,1,1.0
Office Space for Rent in Infantry Road Bangalore,,₹2.5 Lac,Super Area3000 sqft,Bachelors/Family,3.0
"2 BHK Flat for Rent in Kanakapura Road, Bangalore",,"₹12,000",Super Area1200 sqft,2,2.0
4 BHK Villa for Rent in Bidaraguppe Bangalore,,₹1.2 Lac,Super Area3000 sqft,4,4.0
3 BHK House for Rent in Lal Bagh Main Road Bangalore,,"₹25,000",Super Area800 sqft,2,2.0
"2 BHK Flat for Rent in MCR Gangothri Elegance, Bannerghatta Main Road, Bangalore",,"₹15,000",Super Area1020 sqft,2,5.0
"1 BHK Flat for Rent in Garvebhavi Palya, Bangalore",,"₹9,500",Super Area550 sqft,1,5.0
2 BHK House for Rent in Bommanahalli Bangalore,,"₹9,500",Super Area600 sqft,1,1.0
"Showroom for Rent in Veerannapalya, Nagavara Bangalore",,"₹90,000",Super Area2500 sqft,Bachelors/Family,4.0
2 BHK House for Rent in T Dasarahalli Bangalore,,"₹8,500",Super Area900 sqft,2,2.0
Office Space for Rent in Koramangala Bangalore,,₹3 Lac,Super Area6000 sqft,Bachelors/Family,6.0
2 BHK House for Rent in Vignan Nagar Bangalore,,"₹16,000",Super Area900 sqft,2,3.0
Office Space for Rent in Whitefield Bangalore,,₹6.2 Lac,"Super Area10,000 sqft",Bachelors/Family,12.0
Office Space for Rent in Jayanagar Bangalore,,"₹70,000",Super Area1100 sqft,Immediately,
"3 BHK Flat for Rent in Whitefield, Bangalore",,"₹38,000",Super Area1600 sqft,2,5.0
Warehouse/ Godown for Rent in Naganathapura Rayasandra Bangalore,,₹1 Lac,"Super Area10,000 sqft",Immediately,
Office Space for Rent in Hennur Main Road Bangalore,,₹6.5 Lac,"Super Area10,366 sqft",Bachelors/Family,8.0
2 BHK Flat for Rent in Bangalore,,"₹13,000",Super Area750 sqft,1,3.0
2 BHK House for Rent in Krishnarajapura Bangalore,,"₹90,000",Super Area600 sqft,2,2.0
1 BHK House for Rent in Stage 6th Banashankari Bangalore,,"₹10,000",Super Area400 sqft,1,4.0
Shop for Rent in Sunkadakatte Bangalore,,"₹8,000",Super Area110 sqft,Immediately,
Shop for Rent in Block 5th Jayanagar Bangalore,,₹1.8 Lac,Super Area1800 sqft,Immediately,
"3 BHK Flat for Rent in SBR Horizon, Whitefield, Bangalore",,₹1 Lac,Super Area1600 sqft,3,10.0
Office Space for Rent in Jakkur Bangalore,,₹8 Lac,"Super Area13,000 sqft",Bachelors/Family,5.0
Showroom for Rent in Hennur Bagalur Main Road Bangalore,,₹1.3 Lac,Super Area1600 sqft,Bachelors/Family,5.0
Showroom for Rent in Stage 2nd BTM Layout Bangalore,,₹1.3 Lac,Super Area1700 sqft,Immediately,
Land for Rent in Kalasipalya Bangalore,,₹19.2 Lac,Built Area12800 sqft,Immediately,
Plot/Land for Rent in Garvebhavi Palya Bangalore,,₹2 Lac,Plot Area5000 sqft,5000 sqft,
Warehouse/ Godown for Rent in Jc Nagar Bangalore,,₹9.6 Lac,"Super Area16,000 sqft",Immediately,
4 BHK House for Rent in Nagarabhavi Main Road Bangalore,,"₹80,000",Super Area2000 sqft,3,3.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",,"₹65,000",Super Area1910 sqft,4,19.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",,₹1.3 Lac,Super Area2750 sqft,3,5.0
Warehouse/ Godown for Rent in Kannahalli Bangalore,,"₹99,000",Super Area5500 sqft,Immediately,
Land for Rent in Halasahalli Bangalore,,₹1 Lac,Built Area12000 sqft,Immediately,
"Office Space for Rent in Domlur, Domlur Bangalore",,₹1 Lac,Super Area1350 sqft,Bachelors/Family,4.0
"2 BHK Flat for Rent in Richards Town, Richards Town, Bangalore",,"₹70,000",Super Area1400 sqft,2,5.0
2 BHK House for Rent in RR Nagar Bangalore,,"₹8,500",Super Area650 sqft,2,2.0
2 BHK House for Rent in Bannerghatta Main Road Bangalore,,"₹11,000",Super Area1000 sqft,2,2.0
"3 BHK Flat for Rent in Arekere, Bangalore",,"₹28,000",Super Area1300 sqft,2,4.0
1 BHK House for Rent in CK Palya Bangalore,,"₹6,000",Super Area300 sqft,1,4.0
1 BHK House for Rent in Varanasi Bangalore,,"₹9,000",Super Area300 sqft,1,2.0
3 BHK Villa for Rent in Vidyaranyapura Bangalore,,"₹60,000",Super Area2500 sqft,4,4.0
Office Space for Rent in Chord Road Bangalore,,₹1.3 Lac,Super Area3300 sqft,Immediately,
2 BHK House for Rent in Kasavanahalli Bangalore,,"₹13,000",Super Area800 sqft,1,1.0
"2 BHK Flat for Rent in Magadi Main Road, Bangalore",,"₹20,000",Super Area885 sqft,2,2.0
2 BHK House for Rent in Koramangala 8Th Block Bangalore,,"₹20,000",Super Area1200 sqft,2,2.0
"Warehouse/ Godown for Rent in Mangammanapalya, Hosur Road Bangalore",,₹4.8 Lac,"Super Area12,000 sqft",Immediately,
Land for Rent in Kothnur Bangalore,,₹2 Lac,Built Area4000 sqft,Immediately,
"Office Space for Rent in Kirloskar Layout, Soundarya Layout Bangalore",,"₹70,000",Super Area1100 sqft,Bachelors/Family,1.0
"3 BHK Flat for Rent in Hosakerehalli, Bangalore",,₹1.1 Lac,Super Area1900 sqft,3,21.0
"3 BHK Flat for Rent in Mahadevapura, Bangalore",,"₹85,000",Super Area2376 sqft,3,23.0
Office Space for Rent in Jayanagar Bangalore,,₹2.5 Lac,Super Area2850 sqft,Immediately,
Office Space for Rent in Malleshwaram Bangalore,,₹1.7 Lac,Super Area3000 sqft,Bachelors/Family,5.0
Office Space for Rent in Kodichikkanahalli Main Road Bangalore,,₹1 Lac,Super Area1300 sqft,Bachelors/Family,4.0
Warehouse/ Godown for Rent in Padmanabhanagar Bangalore,,"₹25,000",Super Area1500 sqft,Immediately,
Farm House for Rent in Soladevanahalli Bangalore,,₹1.2 Lac,,Immediately,
Office Space for Rent in Vijayanagar Bangalore,,"₹85,000",Super Area1800 sqft,Bachelors/Family,4.0
2 BHK House for Rent in Hennur Gardens Bangalore,,"₹80,000",Super Area1200 sqft,2,4.0
10 BHK House for Rent in Banashankari Bangalore,,₹2.5 Lac,"Super Area12,000 sqft",> 10,3.0
Warehouse/ Godown for Rent in Jigani Bangalore,,₹1.5 Lac,Super Area6000 sqft,Immediately,
Land for Rent in Marathahalli Bangalore,,₹1.1 Lac,Built Area2000 sqft,Immediately,
Showroom for Rent in Richmond Road Bangalore,,₹13 Lac,"Super Area14,600 sqft",Immediately,
1 BHK House for Rent in Shamarajpura Bangalore,,"₹6,000",Super Area400 sqft,1,3.0
1 BHK House for Rent in Kothanur Bangalore,,"₹3,500",Super Area120 sqft,1,3.0
"2 BHK Flat for Rent in Btm Layout, Bangalore",,"₹14,000",Super Area900 sqft,1,4.0
"3 BHK Flat for Rent in Doddakannelli, Bangalore",,"₹60,000",Super Area1675 sqft,3,15.0
"2 BHK House for Rent in Kempegowda Nagar, Kempegowda Nagar Bangalore",,"₹18,000",Super Area800 sqft,2,3.0
1 BHK House for Rent in Thotada Guddadhalli Village Bangalore,,"₹4,000",Super Area400 sqft,1,4.0
2 BHK House for Rent in Abbigere Bangalore,,"₹9,000",Super Area900 sqft,2,2.0
"1 BHK Flat for Rent in Annapurneshwari Nagar, Bangalore",,"₹5,500",Super Area250 sqft,1,3.0
"2 BHK Flat for Rent in Marathahalli, Bangalore",,"₹28,000",Super Area1400 sqft,2,4.0
3 BHK Villa for Rent in Whitefield Bangalore,,₹1.3 Lac,Super Area3500 sqft,3,3.0
"1 BHK Flat for Rent in Block 3rd Koramangala, Bangalore",,"₹15,000",Super Area350 sqft,1,5.0
4 BHK Villa for Rent in Kothanur Bangalore,,₹1.7 Lac,Super Area4400 sqft,4,4.0
Warehouse/ Godown for Rent in Nelamangala Town Bangalore,,₹14.5 Lac,"Super Area85,000 sqft",Immediately,
Office Space for Rent in Btm Layout Bangalore,,₹2 Lac,Super Area3500 sqft,Bachelors/Family,2.0
"3 BHK Flat for Rent in Whitefield, Bangalore",,"₹75,000",Super Area1500 sqft,3,19.0
Land for Rent in Stage 6th Banashankari Bangalore,,"₹60,000",Built Area2400 sqft,Immediately,
3 BHK House for Rent in Haralur Bangalore,,"₹60,000",Super Area2100 sqft,3,5.0
2 BHK House for Rent in Sector 1st HSR Layout Bangalore,,"₹65,000",Super Area2250 sqft,2,2.0
"3 BHK Flat for Rent in Chikkakannalli, Bangalore",,"₹65,000",Super Area1717 sqft,3,20.0
"3 BHK Flat for Rent in Mahadevapura, Bangalore",,"₹75,000",Super Area1690 sqft,2,2.0
Office Space for Rent in Nagavara Bangalore,,₹2 Lac,Super Area7500 sqft,Bachelors/Family,4.0
7 BHK House for Rent in Uttarahalli Hobli Bangalore,,₹1.3 Lac,Super Area3500 sqft,6,3.0
Office Space for Rent in Vasanth Nagar Bangalore,,"₹70,000",Super Area1925 sqft,Bachelors/Family,2.0
Land for Rent in Nelamangala Town Bangalore,,₹2 Lac,,Immediately,
"3 BHK Flat for Rent in Krishnarajapura, Bangalore",,"₹75,000",Super Area2215 sqft,3,19.0
"3 BHK Flat for Rent in Oceanus Vista, Sarjapur Road, Bangalore",,"₹90,000",Super Area1650 sqft,3,12.0
Office Space for Rent in Chamrajpet Bangalore,,₹1.8 Lac,Super Area2730 sqft,Bachelors/Family,4.0
2 BHK House for Rent in Kengeri Satellite Town Bangalore,,"₹18,000",Super Area1200 sqft,2,3.0
Land for Rent in Sulibele Bangalore,,₹1 Lac,,Immediately,
4 BHK House for Rent in Nimbekaipura Bangalore,,"₹60,000",Super Area3200 sqft,5,2.0
1 BHK House for Rent in Phase 8th JP Nagar Bangalore,,"₹7,000",Super Area380 sqft,1,1.0
"3 BHK Flat for Rent in Doddanekundi, Kartik Nagar, Bangalore",,"₹60,000",Super Area1700 sqft,2,5.0
4 BHK Flat for Rent in Bangalore,,"₹70,000",Super Area2000 sqft,3,11.0
"4 BHK Flat for Rent in Hoysala Infantry Enclave, Sanjayanagara, Bangalore",,₹1.7 Lac,Super Area3000 sqft,4,23.0
2 BHK House for Rent in Phase 4 JP Nagar Bangalore,,₹2.5 Lac,Super Area1100 sqft,2,2.0
"3 BHK Flat for Rent in Bhoganhalli, Bangalore",,"₹80,000",Super Area1933 sqft,3,3.0
Land for Rent in Nagdevanahalli Bangalore,,₹3 Lac,Built Area30000 sqft,Immediately,
"3 BHK Flat for Rent in SLV Central Park, Old Madras Road, Bangalore",,"₹75,000",Super Area1650 sqft,3,12.0
"3 BHK Flat for Rent in Halanayakanahalli, Bangalore",,"₹60,000",Super Area1335 sqft,2,5.0
Land for Rent in Jakkur Bangalore,,₹2 Lac,Built Area13500 sqft,Immediately,
4 BHK House for Rent in Mahadevapura Bangalore,,₹1.1 Lac,Super Area2500 sqft,4,2.0
5 BHK Villa for Rent in Whitefield Bangalore,,"₹90,000",Super Area3600 sqft,5,5.0
2 BHK House for Rent in Abbigere Bangalore,,"₹9,000",Super Area600 sqft,2,2.0
"3 BHK Flat for Rent in RK Hegde Nagar, Bangalore",,"₹25,000",Super Area1483 sqft,3,3.0
Office Space for Rent in Block D AECS Layout Bangalore,,₹1 Lac,Super Area2000 sqft,Bachelors/Family,5.0
5 BHK House for Rent in Electronic City Bangalore,,₹1.5 Lac,Super Area5000 sqft,6,2.0
Shop for Rent in Srinagar Bangalore,,"₹65,000",Super Area350 sqft,Immediately,
Showroom for Rent in Ramaiah Reddy Layout OMBR Layout Bangalore,,₹1.2 Lac,Carpet Area1300 sqft,Bachelors/Family,5.0
"Shop for Rent in Jalahalli, Jalahalli, Outer Ring Road Bangalore",,₹1.1 Lac,Super Area2200 sqft,Immediately,
Showroom for Rent in Hosur Road Bangalore,,₹2 Lac,Super Area2400 sqft,Bachelors/Family,4.0
"4 BHK Flat for Rent in Thirumenahalli, Bangalore",,₹1.2 Lac,Super Area2200 sqft,4,34.0
1 BHK House for Rent in Yelahanka Bangalore,,"₹9,500",Super Area400 sqft,1,1.0
2 BHK House for Rent in Basaveshwara Layout Bangalore,,"₹12,000",Super Area500 sqft,1,3.0
1 BHK House for Rent in Banashankari Bangalore,,"₹7,000",Super Area410 sqft,1,3.0
Land for Rent in Hoskote Bangalore,,₹1 Lac,Built Area14000 sqft,Immediately,
Warehouse/ Godown for Rent in Kudlu Gate Bangalore,,₹2.8 Lac,"Super Area10,500 sqft",Immediately,
Office Space for Rent in Sahakar Nagar Bangalore,,₹2 Lac,Super Area1100 sqft,Bachelors/Family,4.0
Office Space for Rent in Rajiv Gandhi Nagar Bangalore,,"₹75,000",Super Area3000 sqft,Immediately,
2 BHK House for Rent in Thotada Guddadhalli Village Bangalore,,"₹20,000",Super Area1500 sqft,2,3.0
"1 BHK Flat for Rent in Jalahalli West, Bangalore",,"₹6,000",Super Area400 sqft,1,3.0
"2 BHK Flat for Rent in Thubarahalli, Whitefield, Bangalore",,"₹30,000",Super Area1200 sqft,2,4.0
3 BHK Villa for Rent in Ramamurthy Nagar Bangalore,,"₹25,000",Super Area1000 sqft,3,3.0
1 BHK House for Rent in Indiranagar Bangalore,,"₹20,000",Super Area800 sqft,1,1.0
1 BHK House for Rent in Bidarahalli Bangalore,,"₹6,500",Super Area400 sqft,1,4.0
"1 BHK Flat for Rent in Basavanagara, Bangalore",,"₹9,500",Super Area475 sqft,1,3.0
Land for Rent in Nobel Residency Bangalore,,₹1 Lac,Built Area2400 sqft,Immediately,
Office Space for Rent in Brookefield Bangalore,,₹3.6 Lac,Super Area6000 sqft,Bachelors/Family,4.0
Industrial Building for Rent in Malur Bangalore,,₹1 Lac,Super Area5000 sqft,Immediately,
Shop for Rent in Konanakunte Bangalore,,₹2.4 Lac,Super Area1200 sqft,Immediately,
3 BHK Flat for Rent in Bangalore,,"₹50,000",Super Area1650 sqft,3,3.0
2 BHK House for Rent in Krishnarajapura Bangalore,,"₹9,000",Super Area900 sqft,2,1.0
Office Space for Rent in Block 3rd Jayanagar East Bangalore,,₹1.3 Lac,Super Area2000 sqft,Bachelors/Family,6.0
Office Space for Rent in Malleshwaram Bangalore,,₹1.2 Lac,Super Area1350 sqft,Bachelors/Family,4.0
"3 BHK House for Rent in Kuvempu Layout, Bangalore Bangalore",,"₹70,000",Super Area2000 sqft,3,2.0
Office Space for Rent in J P Nagar Bangalore,,₹1 Lac,Super Area2000 sqft,Bachelors/Family,4.0
Office Space for Rent in Ramamurthy Nagar Bangalore,,"₹60,000",Super Area1200 sqft,Bachelors/Family,3.0
Office Space for Rent in Rajajinagar Bangalore,,₹3 Lac,Super Area3000 sqft,Bachelors/Family,
Office Space for Rent in Munnekollal Bangalore,,₹18.8 Lac,"Super Area75,000 sqft",Bachelors/Family,5.0
"3 BHK Flat for Rent in Haralur, Bangalore",,"₹60,000",Super Area1300 sqft,2,20.0
"3 BHK Flat for Rent in Banashankari, Bangalore",,"₹75,000",Super Area2100 sqft,2,4.0
Shop for Rent in Kothnur Narayanapura Bangalore,,₹1 Lac,"Super Area10,000 sqft",Immediately,
"2 BHK Flat for Rent in Gattahalli, Electronic City, Bangalore",,"₹14,000",Super Area970 sqft,2,5.0
Office Space for Rent in RR Nagar Bangalore,,"₹6,500",Super Area100 sqft,Immediately,
Land for Rent in Electronic City Bangalore,,"₹70,000",Built Area5500 sqft,Immediately,
2 BHK House for Rent in Nagavara Bangalore,,"₹10,000",Super Area1000 sqft,2,2.0
"Studio Apartment for Rent in J P Nagar, Bangalore",,"₹5,500",Super Area200 sqft,1,4.0
2 BHK House for Rent in J P Nagar Bangalore,,"₹19,000",Super Area900 sqft,2,2.0
Office Space for Rent in Indiranagar Bangalore,,₹1 Lac,Super Area1500 sqft,Bachelors/Family,2.0
"Land for Rent in Panduranga Nagar, bannerghatta main Road Bangalore",,₹1.5 Lac,Built Area7800 sqft,Immediately,
Office Space for Rent in Kengeri Satellite Town Bangalore,,₹1 Lac,Super Area2600 sqft,Bachelors/Family,3.0
"1 BHK Flat for Rent in Horamavu, Bangalore",,"₹30,000",Super Area1000 sqft,1,1.0
"Office Space for Rent in Jeevan Bima Nagar, Airport Road Bangalore",,₹1.2 Lac,Super Area1650 sqft,Bachelors/Family,4.0
7 BHK House for Rent in Tuba Layout Bangalore,,"₹60,000",Super Area3040 sqft,7,7.0
Office Space for Rent in Sector 4 HSR Layout Bangalore,,₹2.1 Lac,Super Area3000 sqft,Immediately,
"2 BHK Flat for Rent in Kalyan Nagar, Bangalore",,"₹25,000",Super Area765 sqft,1,4.0
Office Space for Rent in Seshadri Road Bangalore,,"₹75,000",Super Area1900 sqft,Immediately,
"3 BHK Flat for Rent in Basapura, Bangalore",,"₹19,500",Super Area1400 sqft,3,3.0
"3 BHK Flat for Rent in Prasanth Extension, Whitefield, Bangalore",,"₹28,000",Super Area1400 sqft,3,5.0
"1 BHK House for Rent in Mavalli, Bangalore",,"₹7,000",Super Area360 sqft,2,2.0
"1 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",,"₹4,000",Super Area300 sqft,1,2.0
Land for Rent in Hoskote Bangalore,,₹10 Lac,,Immediately,
Office Space for Rent in Nagdevanahalli Bangalore,,"₹65,000",Super Area1200 sqft,Immediately,
4 BHK House for Rent in Hbr Layout Bangalore,,₹1.2 Lac,Super Area3119 sqft,4,4.0
"3 BHK Flat for Rent in Phase 9th JP Nagar, Bangalore",,"₹60,000",Super Area1473 sqft,2,4.0
"2 BHK Flat for Rent in Devinagar, Outer Ring Road, Bangalore",,"₹80,000",Super Area1270 sqft,2,19.0
2 BHK House for Rent in Gowdanapalya Bangalore,,"₹10,000",Super Area400 sqft,1,1.0
Land for Rent in Ramanagara Bangalore,,"₹60,000",Built Area50000 sqft,Immediately,
"3 BHK House for Rent in Kundalahalli, Brookefield Bangalore",,"₹25,000",Super Area1200 sqft,3,3.0
"2 BHK Flat for Rent in Hampi Nagar, Bangalore",,"₹10,000",Super Area340 sqft,1,2.0
Land for Rent in Banashankari Bangalore,,"₹75,000",Built Area4000 sqft,Immediately,
Office Space for Rent in Outer Ring Road Bangalore,,"₹85,000",Super Area2000 sqft,Bachelors/Family,
1 BHK House for Rent in Yarandahalli Bangalore,,"₹6,500",Super Area500 sqft,1,4.0
Land for Rent in Bellary Road Bangalore,,₹2 Lac,,Immediately,
"Shop for Rent in Postal Colony, Sanjay Nagar Bangalore",,"₹17,000",Super Area300 sqft,Immediately,
"2 BHK Flat for Rent in MJ Lifestyle Astyllen, Sarjapur Road, Bangalore",,"₹18,000",Super Area1278 sqft,2,4.0
2 BHK House for Rent in Chinnapanna Halli Bangalore,,"₹18,000",Super Area750 sqft,1,2.0
Office Space for Rent in Yelahanka Bangalore,,₹1.8 Lac,Super Area2400 sqft,Bachelors/Family,4.0
Showroom for Rent in Whitefield Bangalore,,₹3.9 Lac,Super Area5500 sqft,Bachelors/Family,4.0
Office Space for Rent in Jayanagar Bangalore,,₹2 Lac,Super Area3000 sqft,Bachelors/Family,3.0
1 BHK House for Rent in RK Hegde Nagar Bangalore,,"₹17,000",Super Area550 sqft,1,1.0
Land for Rent in Neraluru Bangalore,,₹1.8 Lac,Built Area3600 sqft,Immediately,
"2 BHK Flat for Rent in Hoodi, Hoodi, Bangalore",,"₹40,000",Super Area1400 sqft,2,4.0
1 BHK House for Rent in Hsr Layout Bangalore,,"₹18,000",Super Area300 sqft,1,3.0
"1 BHK Flat for Rent in Yelahanka, Bangalore",,"₹7,500",Super Area500 sqft,1,4.0
Shop for Rent in Phase 1st JP Nagar Bangalore,,"₹3,000",Super Area80 sqft,Immediately,
"2 BHK Flat for Rent in Vidyaranyapura, Bangalore",,"₹30,000",Super Area1050 sqft,2,5.0
2 BHK House for Rent in Hsr Layout Bangalore,,"₹35,000",Super Area1100 sqft,2,3.0
